City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,senanga,-16.1167,23.2667,14.93,47,7,2.66,ZM,1685682966
369,muniz freire,-20.4642,-41.4131,15.63,99,26,0.96,BR,1685682966
370,dudinka,69.4058,86.1778,17.2,72,95,10.46,RU,1685682375
371,la ronge,55.1001,-105.2842,15.14,82,75,3.6,CA,1685682683
372,kempsey,-31.0833,152.8333,21.08,67,24,4.02,AU,1685682967
373,remire-montjoly,4.9167,-52.2667,23.02,100,0,1.03,GF,1685682967
374,katabu,-4.9333,122.5167,30.41,62,78,2.84,ID,1685682967
375,changchun,43.88,125.3228,24.42,22,46,6.06,CN,1685682720
376,grand falls-windsor,48.9332,-55.6649,6.39,89,100,1.79,CA,1685682968
377,valencia west,32.1324,-111.1141,26.21,23,0,3.09,US,1685682968
378,taihecun,45.8,130.85,19.5,43,61,2.98,CN,1685682968
379,mudu,31.252,120.5118,30.22,50,0,4.15,CN,1685682969
380,namsos,64.4662,11.4957,6.03,87,75,2.06,NO,1685682969
381,sufalat sama'il,23.3167,58.0167,36.82,27,58,3.2,OM,1685682969
382,fale old settlement,-9.3852,-171.2468,28.8,75,70,3.1,TK,1685682969
383,island harbour,50.724,-1.2758,11.29,79,16,3.13,GB,1685682969
384,turuntayevo,52.2,107.6167,22.05,32,65,2.55,RU,1685682969
385,queenstown,-31.8976,26.8753,6.31,71,29,2.76,ZA,1685682970
386,saudarkrokur,65.7461,-19.6394,11.19,83,69,6.15,IS,1685682970
387,mukalla,14.5425,49.1242,30.01,78,48,3.48,YE,1685682970
388,zambezi,-13.5432,23.1047,13.22,52,0,2.49,ZM,1685682970
389,balakhta,55.38,91.6,23.3,37,45,3.06,RU,1685682971
390,gasa,31.5,34.4667,30.49,29,100,3.73,PS,1685682971
391,galliano,29.4422,-90.2992,24.0,83,0,0.0,US,1685682971
392,pangody,65.85,74.4859,13.33,82,88,11.42,RU,1685682971
393,uruzgan,32.8333,66.0,25.45,8,6,1.87,AF,1685682972
394,aranda de duero,41.6704,-3.6892,10.53,88,84,2.82,ES,1685682972
395,vorgashor,67.5833,63.95,15.15,63,46,6.34,RU,1685682972
396,china,25.7,-99.2333,26.11,74,100,7.5,MX,1685682972
397,west bay,19.3667,-81.4167,26.7,91,91,5.39,KY,1685682973
398,chimoio,-19.1164,33.4833,17.92,82,20,1.78,MZ,1685682973
399,nhlangano,-27.1167,31.2,5.99,63,0,2.42,SZ,1685682973
400,salinas,36.6777,-121.6555,13.01,80,100,3.09,US,1685682852
401,chulakkurgan,43.765,69.1814,26.24,15,0,10.66,KZ,1685682973
402,thomson,33.4707,-82.5046,20.79,96,0,0.0,US,1685682722
403,frederikshavn,57.4407,10.5366,11.33,56,3,5.25,DK,1685682974
404,bahia blanca,-38.7196,-62.2724,18.79,69,84,0.89,AR,1685682974
405,uturoa,-16.7333,-151.4333,24.87,63,10,5.02,PF,1685682974
406,sandnessjoen,66.0217,12.6316,6.29,84,75,1.34,NO,1685682974
407,ponta delgada,37.7333,-25.6667,16.4,88,20,1.54,PT,1685682974
408,praia da vitoria,38.7333,-27.0667,18.14,88,40,3.19,PT,1685682975
409,altai,46.3722,96.2583,5.36,75,95,4.36,MN,1685682410
410,ad dilam,23.9915,47.1627,34.23,22,89,4.31,SA,1685682975
411,bhimunipatnam,17.8833,83.4333,33.72,53,75,3.29,IN,1685682975
412,orta,40.6242,33.1093,14.12,72,3,1.44,TR,1685682976
413,jinjing,24.575,118.5972,33.01,82,19,4.05,CN,1685682976
414,pacific grove,36.6177,-121.9166,12.79,84,100,3.09,US,1685682976
415,yuci,37.6803,112.7319,23.86,25,0,2.0,CN,1685682943
416,chamical,-30.36,-66.314,14.94,93,84,2.05,AR,1685682976
417,susangerd,31.5608,48.1831,34.34,13,0,6.06,IR,1685682977
418,talara,-4.5772,-81.2719,23.15,85,43,4.53,PE,1685682977
419,bobov dol,42.3697,23.0172,14.75,84,42,0.25,BG,1685682977
420,tamanrasset,22.785,5.5228,19.95,19,0,2.57,DZ,1685682977
421,aleksandrov gay,50.147,48.5704,23.81,58,40,4.41,RU,1685682977
422,ko pha ngan,9.7578,100.0291,30.38,73,90,5.44,TH,1685682978
423,zhalantun,48.0,122.7167,22.82,24,57,3.49,CN,1685682978
424,kaiyuan,23.6977,103.3037,34.08,29,85,4.89,CN,1685682978
425,puerto aysen,-45.4,-72.7,7.58,98,96,2.45,CL,1685682978
426,tannum sands,-23.9504,151.3693,25.42,53,1,4.63,AU,1685682978
427,machico,32.7,-16.7667,19.84,83,20,1.03,PT,1685682979
428,nar'yan-mar,67.6713,53.087,13.64,62,64,4.25,RU,1685682979
429,abepura,-2.6333,140.5833,32.45,55,20,2.06,ID,1685682979
430,smithers,54.7804,-127.1743,10.18,62,40,1.54,CA,1685682979
431,malango,-2.9627,119.9001,28.85,56,51,2.29,ID,1685682979
432,revda,56.801,59.9303,16.62,89,100,2.23,RU,1685682980
433,cluain meala,52.355,-7.7039,11.9,93,7,1.65,IE,1685682980
434,hirara,24.8,125.2833,28.92,74,75,12.86,JP,1685682980
435,cromer,52.9312,1.2989,10.6,79,35,7.43,GB,1685682980
436,iwade,34.25,135.3167,20.94,99,100,2.53,JP,1685682980
437,sinop,41.7711,34.8709,14.24,70,42,0.83,TR,1685682981
438,cannonvale,-20.2833,148.7,21.66,64,68,5.57,AU,1685682981
439,acarau,-2.8856,-40.12,25.0,89,4,3.78,BR,1685682981
440,dunda,-8.1167,34.25,19.47,73,69,1.65,TZ,1685682981
441,port augusta,-32.5,137.7667,22.74,31,100,5.65,AU,1685682405
442,taulaga,-11.0553,-171.0883,28.25,78,77,4.87,AS,1685682387
443,la cruz,23.9167,-106.9,23.13,80,3,2.7,MX,1685682403
444,gambiran satu,-8.3939,114.1464,27.68,73,99,2.49,ID,1685682982
445,qusmuryn,52.4503,64.6311,32.32,22,83,3.49,KZ,1685682982
446,chernyshevskiy,63.0128,112.4714,19.07,27,1,0.55,RU,1685682982
447,nizhneudinsk,54.9076,99.0276,22.42,31,38,2.79,RU,1685682982
448,iola,37.9245,-95.4,22.03,78,0,1.54,US,1685682983
449,peterhead,57.5058,-1.7981,4.69,78,2,2.21,GB,1685682983
450,derzhavinsk,51.1,66.3167,31.55,18,66,5.84,KZ,1685682983
451,posse,-14.0931,-46.3694,20.1,66,19,2.19,BR,1685682983
452,maffra,-37.9667,146.9833,14.6,47,66,1.35,AU,1685682983
453,arawa,-6.2132,155.5367,27.14,88,100,1.12,PG,1685682984
454,bulungu,-4.55,18.6,21.88,83,94,0.71,CD,1685682984
455,daru,-9.0763,143.2092,26.01,87,75,7.17,PG,1685682984
456,kuraymah,18.55,31.85,35.07,11,0,3.47,SD,1685682984
457,korla,41.7597,86.1469,26.17,18,43,4.31,CN,1685682389
458,kavaratti,10.5669,72.642,28.62,77,99,5.44,IN,1685682985
459,mount gambier,-37.8333,140.7667,11.97,81,70,2.27,AU,1685682985
460,novodvinsk,64.4165,40.8122,5.48,92,92,1.82,RU,1685682419
461,paita,-5.0892,-81.1144,23.17,84,26,3.15,PE,1685682985
462,kiskunlachaza,47.1884,19.0093,22.14,72,4,1.59,HU,1685682985
463,trujillo,-8.116,-79.03,21.98,88,19,1.54,PE,1685682842
464,puerto pilon,9.3644,-79.7933,27.24,80,100,3.23,PA,1685682986
465,khash,28.2211,61.2158,30.01,22,6,2.45,IR,1685682986
466,marsa alam,25.0757,34.8918,31.02,42,59,3.24,EG,1685682986
467,mount isa,-20.7333,139.5,29.87,28,40,4.12,AU,1685682986
468,hasaki,35.7333,140.8333,23.45,94,100,11.98,JP,1685682784
469,bay city,43.5945,-83.8889,19.49,67,0,0.0,US,1685682836
470,puerto baquerizo moreno,-0.9,-89.6,24.9,82,26,4.01,EC,1685682987
471,yuli,9.6989,10.2744,25.98,71,87,2.13,NG,1685682987
472,namtsy,62.7161,129.6658,21.32,36,34,4.08,RU,1685682987
473,maraba,-5.3686,-49.1178,24.1,100,0,0.51,BR,1685682987
474,al mawsil al jadidah,36.3346,43.0978,28.4,18,58,1.01,IQ,1685682988
475,ola,59.5833,151.2833,17.86,51,42,9.03,RU,1685682398
476,porto novo,6.4965,2.6036,24.9,91,100,1.76,BJ,1685682988
477,kamina,-8.7386,24.9906,15.5,49,51,1.57,CD,1685682988
478,santa elena de uairen,4.6167,-61.1333,19.33,92,25,0.65,VE,1685682988
479,yaren,-0.5472,166.916,29.69,71,81,4.37,NR,1685682988
480,urangan,-25.3,152.9,21.72,68,0,5.55,AU,1685682989
481,al qitena,14.8648,32.3668,32.78,37,56,4.55,SD,1685682989
482,meadow lakes,61.6247,-149.6011,10.93,92,100,2.06,US,1685682989
483,vitorino freire,-4.0667,-45.1667,22.77,92,0,0.76,BR,1685682989
484,barmer,25.75,71.3833,32.66,50,16,5.07,IN,1685682989
485,umea,63.8284,20.2597,8.28,56,0,7.72,SE,1685682990
486,santa cruz,-17.8,-63.1667,19.7,94,75,1.54,BO,1685682812
487,dalandzadgad,43.5708,104.425,17.49,31,35,5.66,MN,1685682990
488,hammamet,36.4,10.6167,14.92,79,21,1.16,TN,1685682990
489,tha khanon,9.0302,98.9529,33.49,54,99,4.33,TH,1685682990
490,la passe,45.5549,-0.8967,17.13,89,14,4.17,FR,1685682990
491,sirjan,29.452,55.6814,28.02,24,5,1.53,IR,1685682991
492,gavrilov-yam,57.3018,39.8533,15.91,57,46,2.36,RU,1685682991
493,ciro marina,39.3732,17.126,19.49,72,59,3.16,IT,1685682991
494,hanover,52.3705,9.7332,10.47,81,100,3.09,DE,1685682913
495,faratsiho,-19.4,46.95,11.64,73,74,2.09,MG,1685682991
496,inhambane,-23.865,35.3833,22.46,85,69,3.31,MZ,1685682992
497,eldorado,-23.7869,-54.2836,17.82,93,0,1.75,BR,1685682992
498,sur,22.5667,59.5289,36.31,36,0,2.9,OM,1685682992
499,sidi akkacha,36.4647,1.3026,20.16,74,100,2.52,DZ,1685682992
500,nizhnesortymskiy,62.4397,71.7603,19.24,57,33,9.0,RU,1685682992
501,tecuala,22.3986,-105.4569,22.28,82,0,0.5,MX,1685682992
502,vanimo,-2.6741,141.3028,25.45,86,97,3.71,PG,1685682993
503,sunne,59.8376,13.143,7.23,51,5,4.17,SE,1685682993
504,karabar,-35.3753,149.2308,17.58,63,75,3.6,AU,1685682993
505,wynyard,-41.0,145.7167,12.55,60,100,2.6,AU,1685682993
506,monrovia,6.3005,-10.7969,24.87,85,98,2.92,LR,1685682993
507,krasnoshchekovo,51.6708,82.7289,23.59,38,3,7.02,RU,1685682747
508,pisco,-13.7,-76.2167,17.79,88,0,1.54,PE,1685682994
509,tosontsengel,48.7567,98.2839,10.99,55,100,4.17,MN,1685682994
510,tarawa,1.419,172.984,31.05,74,40,3.6,KI,1685682994
511,sisimiut,66.9395,-53.6735,-1.33,93,100,3.78,GL,1685682994
512,uliastay,47.7417,96.8444,9.13,68,100,0.68,MN,1685682994
513,kalevala,65.2,31.1667,2.64,95,95,1.91,RU,1685682994
514,satuek,15.297,103.2919,36.16,49,20,3.6,TH,1685682995
515,hlukhiv,51.6782,33.9162,16.7,71,44,4.88,UA,1685682995
516,nguruka,-5.1092,31.0419,20.43,69,68,1.66,TZ,1685682995
517,baruun-urt,46.6806,113.2792,18.58,25,68,5.96,MN,1685682995
518,gafanha da nazare,40.6362,-8.7134,17.05,85,49,2.0,PT,1685682860
519,rongelap,11.1635,166.8941,27.09,84,100,7.83,MH,1685682995
520,canitas de felipe pescador,23.6,-102.7167,24.24,21,11,1.69,MX,1685682996
521,bereznik,62.8551,42.7072,11.89,56,62,3.7,RU,1685682996
522,mglin,53.0591,32.8475,16.43,69,17,4.38,RU,1685682996
523,manda,-10.4667,34.5833,21.95,75,1,3.17,TZ,1685682996
524,pagouda,9.7525,1.3278,22.57,90,100,1.02,TG,1685682996
525,kroya,-7.6331,109.2461,29.54,67,94,5.57,ID,1685682996
526,murray bridge,-35.1167,139.2667,20.02,52,93,5.93,AU,1685682997
527,novoishimskiy,53.1981,66.7694,31.23,23,18,4.01,KZ,1685682997
528,yabelo,4.8833,38.0833,15.3,83,31,4.04,ET,1685682997
529,oshnaviyeh,37.0397,45.0983,19.71,32,9,1.53,IR,1685682997
530,osakarovka,50.565,72.5692,25.38,21,45,4.03,KZ,1685682997
531,annau,37.8876,58.516,32.72,29,1,6.17,TM,1685682998
532,sol'-iletsk,51.1631,54.9918,29.56,27,90,6.19,RU,1685682998
533,chake chake,-5.2459,39.7666,25.25,85,7,2.17,TZ,1685682998
534,meadow lake,34.8014,-106.5436,18.71,42,46,1.73,US,1685682998
535,bubaque,11.2833,-15.8333,26.83,83,100,3.63,GW,1685682998
536,fuli,46.7217,131.1394,18.45,50,63,5.92,CN,1685682999
537,malangawa,26.8568,85.5581,39.45,14,0,4.09,NP,1685682999
538,akjoujt,19.6969,-14.4164,25.0,35,95,5.76,MR,1685682999
539,beledweyne,4.7358,45.2036,26.97,67,59,8.39,SO,1685682999
540,mutoko,-17.397,32.2268,13.07,63,0,1.54,ZW,1685683000
541,pakxan,18.3778,103.6601,36.25,45,79,2.15,LA,1685683000
542,nicoya,10.1483,-85.452,24.81,88,84,0.58,CR,1685683000
543,at taraf,25.3628,49.725,35.3,15,72,7.33,SA,1685683000
544,palembang,-2.9167,104.7458,33.05,62,40,3.09,ID,1685683000
545,cidreira,-30.1811,-50.2056,16.8,82,0,2.59,BR,1685683000
546,governador dix sept rosado,-5.4589,-37.5208,23.18,91,36,2.35,BR,1685683001
547,san pedro,14.35,121.0167,30.73,74,40,5.66,PH,1685683001
548,borovskoy,53.8,64.15,31.33,27,79,4.49,KZ,1685683001
549,katsuren-haebaru,26.3369,127.8719,27.01,83,100,8.75,JP,1685683001
550,laurel,39.0993,-76.8483,19.7,83,0,0.0,US,1685682793
551,kangding,30.0513,101.9603,20.23,73,68,3.09,CN,1685683001
552,spas-klepiki,55.1347,40.1767,17.49,58,11,1.67,RU,1685683001
553,namibe,-15.1961,12.1522,18.41,72,1,4.55,AO,1685682405
554,kagizman,40.1567,43.1342,15.15,52,4,1.8,TR,1685683002
555,rokytne,51.2796,27.214,17.18,71,5,4.04,UA,1685683002
556,zhuanghe,39.7008,122.9911,24.3,33,0,6.04,CN,1685683002
557,barcelos,41.5388,-8.6151,17.69,96,86,1.19,PT,1685682792
558,venice,27.0998,-82.4543,23.88,95,0,3.09,US,1685683002
559,shangzhi,45.2167,127.9667,19.7,42,29,5.66,CN,1685683003
560,calca,-13.3333,-71.95,8.86,57,3,1.43,PE,1685683003
561,talodi,10.6325,30.3797,27.28,58,97,1.06,SD,1685683003
562,palmas,-10.2128,-48.3603,24.93,73,40,1.54,BR,1685683003
563,road town,18.4167,-64.6167,27.81,80,68,7.55,VG,1685682416
564,lib,8.3122,167.3766,27.72,80,100,7.08,MH,1685683003
565,suicheng,33.8963,117.9331,31.87,22,94,6.68,CN,1685683003
566,lagoa,39.05,-27.9833,17.67,84,48,5.59,PT,1685683004
567,zhangjiakou shi xuanhua qu,40.6103,115.0447,25.68,23,55,3.26,CN,1685683004
568,punta del este,-34.9667,-54.95,13.31,92,2,1.79,UY,1685683004
